********
perceptron -digits
perceptron -faces
knn -digits
knn -faces
nb -digits
nb -faces
********
iterations 2 ...



ACCURACY

***********************
37.2879998684, 37.2070000172, 37.1759998798, 37.1909999847, 38.3079998493, 44.5529999733, 40.2669999599, 41.6949999332, 42.763999939, 43.5920000076, 
10.1979999542, 10.478000164, 11.1759998798, 10.6569998264, 13.6489999294, 12.6180000305, 12.1870000362, 12.4570000172, 13.1789999008, 14.1199998856, 
***********************
44.7009999752, 68.9210000038, 94.0769999027, 105.161999941, 129.898000002, 147.178999901, 172.083999872, 194.44299984, 211.249000072, 237.286000013, 
8.9279999733, 12.8229999542, 18.5640001297, 16.9370000362, 20.260999918, 24.2190001011, 28.1610000134, 31.2630000114, 38.503000021, 36.9359998703, 
12.248000145, 20.0569999218, 23.5290000439, 30.1549999714, 37.0090000629, 37.0090000629, 46.3470001221, 56.9769999981, 58.1239998341, 61.1920001507, 
21.7619998455, 24.7320001125, 27.0550000668, 29.635999918, 32.4579999447, 34.995000124, 37.8429999352, 40.1749999523, 42.7149999142, 45.640999794, 
33.4690001011, 37.0969998837, 35.5840001106, 36.1630001068, 36.7379999161, 37.2669999599, 38.0979998112, 38.6649999619, 40.0559999943, 40.0690000057, 
9.27099990845, 9.58699989319, 10.1000001431, 10.3450000286, 10.7679998875, 11.0249998569, 11.3220000267, 11.7769999504, 12.0509998798, 12.2880001068, 
***********************
39.603000164, 60.9240000248, 82.3569998741, 102.705999851, 123.546999931, 145.263000011, 179.079999924, 187.128000021, 206.815999985, 229.285000086, 
8.7009999752, 10.6640000343, 13.6730000973, 16.0100002289, 17.9460000992, 20.2369999886, 22.121999979, 24.3650000095, 26.731000185, 29.629999876, 
10.6240000725, 15.9069998264, 20.0970001221, 25.1589999199, 30.9990000725, 35.007999897, 39.1380000114, 44.5410001278, 48.3980000019, 54.6619999409, 
21.6979999542, 25.0209999084, 26.8280000687, 29.6080000401, 32.1009998322, 34.8420000076, 37.1920001507, 40.6679999828, 42.5559999943, 44.9390001297, 
33.4240000248, 34.5840001106, 34.9720001221, 36.3260002136, 37.4579999447, 38.0959999561, 38.146999836, 38.5460000038, 39.9230000973, 40.753000021, 
9.3220000267, 9.65900015831, 10.3450000286, 10.621999979, 10.9650001526, 11.2279999256, 11.3489999771, 11.6899998188, 11.9639999866, 12.3489999771, 
***********************
40.4400000572, 60.6879999638, 81.1410000324, 102.656000137, 122.459000111, 147.286999941, 165.253000021, 185.638000011, 206.927000046, 228.372999907, 
8.37900018692, 10.9869999886, 13.5800001621, 15.9379999638, 18.1059999466, 20.1749999523, 22.2620000839, 24.3919999599, 26.8339998722, 30.9600000381, 
10.9400000572, 16.8599998951, 26.2479999065, 24.2980000973, 29.6729998589, 35.2239999771, 38.9590001106, 43.9049999714, 49.2539999485, 52.7409999371, 
21.8510000706, 24.361000061, 27.1039998531, 29.7619998455, 32.0760002136, 34.9909999371, 37.2879998684, 39.8040001392, 42.3899998665, 45.5850000381, 
33.1259999275, 34.6989998817, 34.6430001259, 36.2540001869, 36.5490000248, 37.7050001621, 38.2769999504, 38.9389998913, 39.4570000172, 40.4220001698, 
9.38100004196, 9.90100002289, 10.1199998856, 10.2409999371, 11.0120000839, 11.371999979, 11.6440000534, 11.6689999104, 11.751999855, 11.9869999886, 
